job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
811,disease,negativeBentham,0.3,21,35,0,26.1,32.13,OK
812,disease,negativeBentham,0.3,21,35,0.1,0.4,22.51,OK
813,disease,negativeBentham,0.3,21,35,0.25,0.4,24.62,OK
814,disease,negativeBentham,0.3,21,35,0.5,0.4,23.96,OK
815,disease,negativeBentham,0.3,21,35,1,0.4,23.81,OK
816,disease,negativeBentham,0.3,21,35,2,0.4,23.75,OK
817,disease,negativeBentham,0.3,21,35,3,0.4,24.17,OK
818,disease,negativeBentham,0.3,21,60,0,28.4,33.09,OK
819,disease,negativeBentham,0.3,21,60,0.1,0.6,25.05,OK
820,disease,negativeBentham,0.3,21,60,0.25,0.6,23.74,OK
821,disease,negativeBentham,0.3,21,60,0.5,0.6,22.61,OK
822,disease,negativeBentham,0.3,21,60,1,0.6,24.59,OK
823,disease,negativeBentham,0.3,21,60,2,0.6,24.22,OK
824,disease,negativeBentham,0.3,21,60,3,0.6,24.0,OK
825,disease,negativeBentham,0.6,5,10,0,20.5,34.49,OK
826,disease,negativeBentham,0.6,5,10,0.1,0.3,22.73,OK
827,disease,negativeBentham,0.6,5,10,0.25,0.3,24.36,OK
828,disease,negativeBentham,0.6,5,10,0.5,0.3,23.88,OK
829,disease,negativeBentham,0.6,5,10,1,0.3,22.49,OK
830,disease,negativeBentham,0.6,5,10,2,0.3,22.77,OK
831,disease,negativeBentham,0.6,5,10,3,0.3,24.54,OK
832,disease,negativeBentham,0.6,5,35,0,17.1,31.33,OK
833,disease,negativeBentham,0.6,5,35,0.1,0.4,24.55,OK
834,disease,negativeBentham,0.6,5,35,0.25,0.4,22.55,OK
835,disease,negativeBentham,0.6,5,35,0.5,0.4,23.93,OK
836,disease,negativeBentham,0.6,5,35,1,0.4,23.78,OK
837,disease,negativeBentham,0.6,5,35,2,0.4,24.4,OK
838,disease,negativeBentham,0.6,5,35,3,0.3,22.43,OK
839,disease,negativeBentham,0.6,5,60,0,17.7,32.89,OK
840,disease,negativeBentham,0.6,5,60,0.1,5.1,24.11,OK
