job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1321,disease,temperance,1.0,21,35,1,0.3,24.54,OK
1322,disease,temperance,1.0,21,35,2,0.3,23.86,OK
1323,disease,temperance,1.0,21,35,3,0.3,23.68,OK
1324,disease,temperance,1.0,21,60,0,28.3,33.2,OK
1325,disease,temperance,1.0,21,60,0.1,0.5,24.79,OK
1326,disease,temperance,1.0,21,60,0.25,0.5,24.29,OK
1327,disease,temperance,1.0,21,60,0.5,0.5,24.17,OK
1328,disease,temperance,1.0,21,60,1,0.5,23.11,OK
1329,disease,temperance,1.0,21,60,2,0.5,23.2,OK
1330,disease,temperance,1.0,21,60,3,0.5,22.68,OK
1331,baseline,temperancePECS,,,,,17.1,30.38,OK
1332,disease,temperancePECS,0.3,5,10,0,18.9,32.24,OK
1333,disease,temperancePECS,0.3,5,10,0.1,0.2,22.94,OK
1334,disease,temperancePECS,0.3,5,10,0.25,0.2,22.99,OK
1335,disease,temperancePECS,0.3,5,10,0.5,0.2,22.79,OK
1336,disease,temperancePECS,0.3,5,10,1,0.2,22.7,OK
1337,disease,temperancePECS,0.3,5,10,2,0.3,24.32,OK
1338,disease,temperancePECS,0.3,5,10,3,0.2,22.99,OK
1339,disease,temperancePECS,0.3,5,35,0,17.9,34.09,OK
1340,disease,temperancePECS,0.3,5,35,0.1,0.3,22.79,OK
1341,disease,temperancePECS,0.3,5,35,0.25,0.3,24.32,OK
1342,disease,temperancePECS,0.3,5,35,0.5,0.3,22.37,OK
1343,disease,temperancePECS,0.3,5,35,1,0.4,22.76,OK
1344,disease,temperancePECS,0.3,5,35,2,0.3,23.77,OK
1345,disease,temperancePECS,0.3,5,35,3,0.3,24.62,OK
1346,disease,temperancePECS,0.3,5,60,0,18.4,31.66,OK
1347,disease,temperancePECS,0.3,5,60,0.1,5.1,27.21,OK
1348,disease,temperancePECS,0.3,5,60,0.25,5.2,24.98,OK
1349,disease,temperancePECS,0.3,5,60,0.5,5.4,24.17,OK
1350,disease,temperancePECS,0.3,5,60,1,5.0,29.59,OK
