job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
961,disease,asimov,0.3,5,35,0.25,0.4,22.68,OK
962,disease,asimov,0.3,5,35,0.5,0.4,24.68,OK
963,disease,asimov,0.3,5,35,1,0.4,22.68,OK
964,disease,asimov,0.3,5,35,2,0.4,23.89,OK
965,disease,asimov,0.3,5,35,3,0.4,23.98,OK
966,disease,asimov,0.3,5,60,0,17.3,31.13,OK
967,disease,asimov,0.3,5,60,0.1,5.2,24.62,OK
968,disease,asimov,0.3,5,60,0.25,5.2,26.98,OK
969,disease,asimov,0.3,5,60,0.5,5.0,25.21,OK
970,disease,asimov,0.3,5,60,1,5.1,25.0,OK
971,disease,asimov,0.3,5,60,2,5.1,24.53,OK
972,disease,asimov,0.3,5,60,3,5.2,24.68,OK
973,disease,asimov,0.3,13,10,0,28.2,31.71,OK
974,disease,asimov,0.3,13,10,0.1,0.3,24.65,OK
975,disease,asimov,0.3,13,10,0.25,0.3,22.7,OK
976,disease,asimov,0.3,13,10,0.5,0.3,23.0,OK
977,disease,asimov,0.3,13,10,1,0.3,24.43,OK
978,disease,asimov,0.3,13,10,2,0.3,23.71,OK
979,disease,asimov,0.3,13,10,3,0.3,25.52,OK
980,disease,asimov,0.3,13,35,0,26.6,30.56,OK
981,disease,asimov,0.3,13,35,0.1,0.4,23.44,OK
982,disease,asimov,0.3,13,35,0.25,0.4,22.85,OK
983,disease,asimov,0.3,13,35,0.5,0.4,24.41,OK
984,disease,asimov,0.3,13,35,1,0.4,22.97,OK
985,disease,asimov,0.3,13,35,2,0.4,23.04,OK
986,disease,asimov,0.3,13,35,3,0.4,22.56,OK
987,disease,asimov,0.3,13,60,0,26.4,31.04,OK
988,disease,asimov,0.3,13,60,0.1,0.5,24.58,OK
989,disease,asimov,0.3,13,60,0.25,0.5,23.8,OK
990,disease,asimov,0.3,13,60,0.5,0.5,22.74,OK
