job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
931,disease,negativeBentham,1.0,21,10,0.1,0.2,23.1,OK
932,disease,negativeBentham,1.0,21,10,0.25,0.3,22.52,OK
933,disease,negativeBentham,1.0,21,10,0.5,0.3,23.76,OK
934,disease,negativeBentham,1.0,21,10,1,0.3,24.26,OK
935,disease,negativeBentham,1.0,21,10,2,0.3,24.24,OK
936,disease,negativeBentham,1.0,21,10,3,0.3,24.29,OK
937,disease,negativeBentham,1.0,21,35,0,26.6,31.91,OK
938,disease,negativeBentham,1.0,21,35,0.1,0.4,23.64,OK
939,disease,negativeBentham,1.0,21,35,0.25,0.4,24.66,OK
940,disease,negativeBentham,1.0,21,35,0.5,0.4,22.73,OK
941,disease,negativeBentham,1.0,21,35,1,0.4,24.66,OK
942,disease,negativeBentham,1.0,21,35,2,0.4,22.62,OK
943,disease,negativeBentham,1.0,21,35,3,0.4,23.0,OK
944,disease,negativeBentham,1.0,21,60,0,29.0,34.15,OK
945,disease,negativeBentham,1.0,21,60,0.1,0.6,22.73,OK
946,disease,negativeBentham,1.0,21,60,0.25,0.6,25.09,OK
947,disease,negativeBentham,1.0,21,60,0.5,0.6,23.89,OK
948,disease,negativeBentham,1.0,21,60,1,0.6,24.21,OK
949,disease,negativeBentham,1.0,21,60,2,0.6,23.88,OK
950,disease,negativeBentham,1.0,21,60,3,0.6,22.99,OK
951,baseline,asimov,,,,,16.2,29.8,OK
952,disease,asimov,0.3,5,10,0,18.6,31.34,OK
953,disease,asimov,0.3,5,10,0.1,0.3,24.38,OK
954,disease,asimov,0.3,5,10,0.25,0.3,24.62,OK
955,disease,asimov,0.3,5,10,0.5,0.3,24.09,OK
956,disease,asimov,0.3,5,10,1,0.3,23.51,OK
957,disease,asimov,0.3,5,10,2,0.3,24.75,OK
958,disease,asimov,0.3,5,10,3,0.3,24.03,OK
959,disease,asimov,0.3,5,35,0,16.9,30.98,OK
960,disease,asimov,0.3,5,35,0.1,0.4,24.7,OK
