job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
181,disease,none,1.0,21,35,1,0.5,22.79,OK
182,disease,none,1.0,21,35,2,0.4,24.48,OK
183,disease,none,1.0,21,35,3,0.4,24.77,OK
184,disease,none,1.0,21,60,0,27.8,31.95,OK
185,disease,none,1.0,21,60,0.1,0.6,22.72,OK
186,disease,none,1.0,21,60,0.25,0.6,24.4,OK
187,disease,none,1.0,21,60,0.5,0.6,24.34,OK
188,disease,none,1.0,21,60,1,0.6,25.4,OK
189,disease,none,1.0,21,60,2,0.6,24.37,OK
190,disease,none,1.0,21,60,3,0.6,24.29,OK
191,baseline,altruist,,,,,15.6,29.98,OK
192,disease,altruist,0.3,5,10,0,17.1,30.79,OK
193,disease,altruist,0.3,5,10,0.1,0.3,23.95,OK
194,disease,altruist,0.3,5,10,0.25,0.3,22.85,OK
195,disease,altruist,0.3,5,10,0.5,0.3,22.79,OK
196,disease,altruist,0.3,5,10,1,0.3,23.67,OK
197,disease,altruist,0.3,5,10,2,0.3,23.89,OK
198,disease,altruist,0.3,5,10,3,0.3,22.63,OK
199,disease,altruist,0.3,5,35,0,15.8,30.44,OK
200,disease,altruist,0.3,5,35,0.1,0.4,22.75,OK
201,disease,altruist,0.3,5,35,0.25,0.4,23.98,OK
202,disease,altruist,0.3,5,35,0.5,0.4,23.71,OK
203,disease,altruist,0.3,5,35,1,0.4,22.61,OK
204,disease,altruist,0.3,5,35,2,0.4,22.69,OK
205,disease,altruist,0.3,5,35,3,0.4,24.15,OK
206,disease,altruist,0.3,5,60,0,16.4,30.66,OK
207,disease,altruist,0.3,5,60,0.1,5.2,24.07,OK
208,disease,altruist,0.3,5,60,0.25,5.0,27.87,OK
209,disease,altruist,0.3,5,60,0.5,5.0,27.07,OK
210,disease,altruist,0.3,5,60,1,5.0,24.07,OK
