job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
61,disease,none,0.3,21,60,0.5,0.7,24.05,OK
62,disease,none,0.3,21,60,1,0.6,24.53,OK
63,disease,none,0.3,21,60,2,0.6,23.8,OK
64,disease,none,0.3,21,60,3,0.6,22.81,OK
65,disease,none,0.6,5,10,0,20.6,31.17,OK
66,disease,none,0.6,5,10,0.1,0.4,23.93,OK
67,disease,none,0.6,5,10,0.25,0.3,24.3,OK
68,disease,none,0.6,5,10,0.5,0.3,23.91,OK
69,disease,none,0.6,5,10,1,0.2,22.46,OK
70,disease,none,0.6,5,10,2,0.3,22.76,OK
71,disease,none,0.6,5,10,3,0.3,24.28,OK
72,disease,none,0.6,5,35,0,17.1,30.48,OK
73,disease,none,0.6,5,35,0.1,0.4,23.74,OK
74,disease,none,0.6,5,35,0.25,0.4,22.7,OK
75,disease,none,0.6,5,35,0.5,0.4,22.44,OK
76,disease,none,0.6,5,35,1,0.4,24.08,OK
77,disease,none,0.6,5,35,2,0.4,24.75,OK
78,disease,none,0.6,5,35,3,0.4,24.37,OK
79,disease,none,0.6,5,60,0,17.7,30.59,OK
80,disease,none,0.6,5,60,0.1,5.3,24.69,OK
81,disease,none,0.6,5,60,0.25,5.3,29.11,OK
82,disease,none,0.6,5,60,0.5,5.1,25.14,OK
83,disease,none,0.6,5,60,1,5.1,24.87,OK
84,disease,none,0.6,5,60,2,5.2,24.23,OK
85,disease,none,0.6,5,60,3,5.4,25.48,OK
86,disease,none,0.6,13,10,0,30.3,31.81,OK
87,disease,none,0.6,13,10,0.1,0.3,23.53,OK
88,disease,none,0.6,13,10,0.25,0.2,24.05,OK
89,disease,none,0.6,13,10,0.5,0.2,22.97,OK
90,disease,none,0.6,13,10,1,0.2,24.52,OK
