job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
691,disease,egoist,0.6,21,60,0,29.5,31.24,OK
692,disease,egoist,0.6,21,60,0.1,0.5,22.91,OK
693,disease,egoist,0.6,21,60,0.25,0.6,24.29,OK
694,disease,egoist,0.6,21,60,0.5,0.6,23.88,OK
695,disease,egoist,0.6,21,60,1,0.6,23.86,OK
696,disease,egoist,0.6,21,60,2,0.6,25.52,OK
697,disease,egoist,0.6,21,60,3,0.5,23.79,OK
698,disease,egoist,1.0,5,10,0,22.9,30.72,OK
699,disease,egoist,1.0,5,10,0.1,0.3,23.45,OK
700,disease,egoist,1.0,5,10,0.25,0.3,23.02,OK
701,disease,egoist,1.0,5,10,0.5,0.3,23.94,OK
702,disease,egoist,1.0,5,10,1,0.3,25.48,OK
703,disease,egoist,1.0,5,10,2,0.3,23.94,OK
704,disease,egoist,1.0,5,10,3,0.3,23.83,OK
705,disease,egoist,1.0,5,35,0,16.5,29.54,OK
706,disease,egoist,1.0,5,35,0.1,0.4,24.34,OK
707,disease,egoist,1.0,5,35,0.25,0.4,23.46,OK
708,disease,egoist,1.0,5,35,0.5,0.4,23.63,OK
709,disease,egoist,1.0,5,35,1,0.4,22.78,OK
710,disease,egoist,1.0,5,35,2,0.4,23.59,OK
711,disease,egoist,1.0,5,35,3,0.4,22.75,OK
712,disease,egoist,1.0,5,60,0,17.4,30.36,OK
713,disease,egoist,1.0,5,60,0.1,5.3,24.38,OK
714,disease,egoist,1.0,5,60,0.25,5.1,23.98,OK
715,disease,egoist,1.0,5,60,0.5,5.1,24.41,OK
716,disease,egoist,1.0,5,60,1,5.2,24.29,OK
717,disease,egoist,1.0,5,60,2,5.2,24.62,OK
718,disease,egoist,1.0,5,60,3,5.3,24.67,OK
719,disease,egoist,1.0,13,10,0,28.3,32.38,OK
720,disease,egoist,1.0,13,10,0.1,0.3,23.4,OK
