job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
841,disease,negativeBentham,0.6,5,60,0.25,5.3,24.28,OK
842,disease,negativeBentham,0.6,5,60,0.5,5.2,24.44,OK
843,disease,negativeBentham,0.6,5,60,1,5.2,27.41,OK
844,disease,negativeBentham,0.6,5,60,2,5.4,24.01,OK
845,disease,negativeBentham,0.6,5,60,3,5.1,28.02,OK
846,disease,negativeBentham,0.6,13,10,0,27.8,32.68,OK
847,disease,negativeBentham,0.6,13,10,0.1,0.3,23.91,OK
848,disease,negativeBentham,0.6,13,10,0.25,0.3,23.61,OK
849,disease,negativeBentham,0.6,13,10,0.5,0.3,23.9,OK
850,disease,negativeBentham,0.6,13,10,1,0.2,22.24,OK
851,disease,negativeBentham,0.6,13,10,2,0.3,24.27,OK
852,disease,negativeBentham,0.6,13,10,3,0.3,23.58,OK
853,disease,negativeBentham,0.6,13,35,0,27.4,31.98,OK
854,disease,negativeBentham,0.6,13,35,0.1,0.4,24.73,OK
855,disease,negativeBentham,0.6,13,35,0.25,0.4,22.88,OK
856,disease,negativeBentham,0.6,13,35,0.5,0.4,22.89,OK
857,disease,negativeBentham,0.6,13,35,1,0.4,24.04,OK
858,disease,negativeBentham,0.6,13,35,2,0.4,22.81,OK
859,disease,negativeBentham,0.6,13,35,3,0.4,22.78,OK
860,disease,negativeBentham,0.6,13,60,0,29.1,32.42,OK
861,disease,negativeBentham,0.6,13,60,0.1,0.5,23.13,OK
862,disease,negativeBentham,0.6,13,60,0.25,0.5,23.61,OK
863,disease,negativeBentham,0.6,13,60,0.5,0.5,22.83,OK
864,disease,negativeBentham,0.6,13,60,1,0.5,24.46,OK
865,disease,negativeBentham,0.6,13,60,2,0.5,22.68,OK
866,disease,negativeBentham,0.6,13,60,3,0.6,23.89,OK
867,disease,negativeBentham,0.6,21,10,0,28.9,33.23,OK
868,disease,negativeBentham,0.6,21,10,0.1,0.3,23.46,OK
869,disease,negativeBentham,0.6,21,10,0.25,0.3,23.87,OK
870,disease,negativeBentham,0.6,21,10,0.5,0.3,24.58,OK
