job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1111,disease,asimov,1.0,13,35,2,0.6,24.8,OK
1112,disease,asimov,1.0,13,35,3,0.4,24.43,OK
1113,disease,asimov,1.0,13,60,0,27.1,31.83,OK
1114,disease,asimov,1.0,13,60,0.1,0.6,23.0,OK
1115,disease,asimov,1.0,13,60,0.25,0.6,24.82,OK
1116,disease,asimov,1.0,13,60,0.5,0.6,24.55,OK
1117,disease,asimov,1.0,13,60,1,0.6,24.11,OK
1118,disease,asimov,1.0,13,60,2,0.6,22.93,OK
1119,disease,asimov,1.0,13,60,3,0.6,23.89,OK
1120,disease,asimov,1.0,21,10,0,27.3,32.09,OK
1121,disease,asimov,1.0,21,10,0.1,0.3,24.43,OK
1122,disease,asimov,1.0,21,10,0.25,0.3,22.98,OK
1123,disease,asimov,1.0,21,10,0.5,0.3,22.78,OK
1124,disease,asimov,1.0,21,10,1,0.3,21.89,OK
1125,disease,asimov,1.0,21,10,2,0.3,23.34,OK
1126,disease,asimov,1.0,21,10,3,0.4,24.73,OK
1127,disease,asimov,1.0,21,35,0,26.2,31.72,OK
1128,disease,asimov,1.0,21,35,0.1,0.4,23.73,OK
1129,disease,asimov,1.0,21,35,0.25,0.4,22.7,OK
1130,disease,asimov,1.0,21,35,0.5,0.4,22.86,OK
1131,disease,asimov,1.0,21,35,1,0.4,24.43,OK
1132,disease,asimov,1.0,21,35,2,0.4,24.48,OK
1133,disease,asimov,1.0,21,35,3,0.4,22.8,OK
1134,disease,asimov,1.0,21,60,0,28.3,32.75,OK
1135,disease,asimov,1.0,21,60,0.1,0.6,23.62,OK
1136,disease,asimov,1.0,21,60,0.25,0.6,27.5,OK
1137,disease,asimov,1.0,21,60,0.5,0.6,23.79,OK
1138,disease,asimov,1.0,21,60,1,0.6,24.0,OK
1139,disease,asimov,1.0,21,60,2,0.7,22.67,OK
1140,disease,asimov,1.0,21,60,3,0.6,24.31,OK
