job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1,baseline,none,,,,,13.3,29.84,OK
2,disease,none,0.3,5,10,0,14.9,30.37,OK
3,disease,none,0.3,5,10,0.1,0.3,24.23,OK
4,disease,none,0.3,5,10,0.25,0.3,22.99,OK
5,disease,none,0.3,5,10,0.5,0.3,22.86,OK
6,disease,none,0.3,5,10,1,0.3,24.3,OK
7,disease,none,0.3,5,10,2,0.3,22.5,OK
8,disease,none,0.3,5,10,3,0.3,24.79,OK
9,disease,none,0.3,5,35,0,13.6,30.32,OK
10,disease,none,0.3,5,35,0.1,0.3,24.08,OK
11,disease,none,0.3,5,35,0.25,0.4,24.3,OK
12,disease,none,0.3,5,35,0.5,0.4,23.7,OK
13,disease,none,0.3,5,35,1,0.4,24.45,OK
14,disease,none,0.3,5,35,2,0.4,24.54,OK
15,disease,none,0.3,5,35,3,0.4,24.55,OK
16,disease,none,0.3,5,60,0,14.3,30.34,OK
17,disease,none,0.3,5,60,0.1,4.2,24.12,OK
18,disease,none,0.3,5,60,0.25,4.2,26.59,OK
19,disease,none,0.3,5,60,0.5,4.2,24.39,OK
20,disease,none,0.3,5,60,1,4.4,24.47,OK
21,disease,none,0.3,5,60,2,4.3,24.26,OK
22,disease,none,0.3,5,60,3,4.5,24.85,OK
23,disease,none,0.3,13,10,0,23.4,31.82,OK
24,disease,none,0.3,13,10,0.1,0.3,23.68,OK
25,disease,none,0.3,13,10,0.25,0.3,24.12,OK
26,disease,none,0.3,13,10,0.5,0.2,22.59,OK
27,disease,none,0.3,13,10,1,0.3,22.78,OK
28,disease,none,0.3,13,10,2,0.3,24.21,OK
29,disease,none,0.3,13,10,3,0.3,23.98,OK
30,disease,none,0.3,13,35,0,21.1,30.57,OK
