job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1021,disease,asimov,0.6,5,10,3,0.5,24.45,OK
1022,disease,asimov,0.6,5,35,0,15.9,29.65,OK
1023,disease,asimov,0.6,5,35,0.1,0.4,23.75,OK
1024,disease,asimov,0.6,5,35,0.25,0.4,24.21,OK
1025,disease,asimov,0.6,5,35,0.5,0.4,24.37,OK
1026,disease,asimov,0.6,5,35,1,0.5,24.38,OK
1027,disease,asimov,0.6,5,35,2,0.4,22.48,OK
1028,disease,asimov,0.6,5,35,3,0.3,22.6,OK
1029,disease,asimov,0.6,5,60,0,16.7,30.14,OK
1030,disease,asimov,0.6,5,60,0.1,5.1,25.17,OK
1031,disease,asimov,0.6,5,60,0.25,5.1,26.47,OK
1032,disease,asimov,0.6,5,60,0.5,5.1,24.08,OK
1033,disease,asimov,0.6,5,60,1,5.3,24.68,OK
1034,disease,asimov,0.6,5,60,2,5.1,24.39,OK
1035,disease,asimov,0.6,5,60,3,5.2,25.21,OK
1036,disease,asimov,0.6,13,10,0,27.3,32.22,OK
1037,disease,asimov,0.6,13,10,0.1,0.3,22.39,OK
1038,disease,asimov,0.6,13,10,0.25,0.3,27.27,OK
1039,disease,asimov,0.6,13,10,0.5,0.3,24.05,OK
1040,disease,asimov,0.6,13,10,1,0.3,23.6,OK
1041,disease,asimov,0.6,13,10,2,0.3,23.59,OK
1042,disease,asimov,0.6,13,10,3,0.3,23.86,OK
1043,disease,asimov,0.6,13,35,0,25.9,30.92,OK
1044,disease,asimov,0.6,13,35,0.1,0.5,24.47,OK
1045,disease,asimov,0.6,13,35,0.25,0.4,23.91,OK
1046,disease,asimov,0.6,13,35,0.5,0.5,22.73,OK
1047,disease,asimov,0.6,13,35,1,0.4,22.89,OK
1048,disease,asimov,0.6,13,35,2,0.4,24.28,OK
1049,disease,asimov,0.6,13,35,3,0.4,22.83,OK
1050,disease,asimov,0.6,13,60,0,27.1,31.13,OK
