job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
481,disease,bentham,0.6,13,60,0.1,0.7,23.68,OK
482,disease,bentham,0.6,13,60,0.25,0.5,22.91,OK
483,disease,bentham,0.6,13,60,0.5,0.6,23.71,OK
484,disease,bentham,0.6,13,60,1,0.5,24.42,OK
485,disease,bentham,0.6,13,60,2,0.6,23.35,OK
486,disease,bentham,0.6,13,60,3,0.6,23.83,OK
487,disease,bentham,0.6,21,10,0,26.3,31.61,OK
488,disease,bentham,0.6,21,10,0.1,0.3,22.75,OK
489,disease,bentham,0.6,21,10,0.25,0.3,21.86,OK
490,disease,bentham,0.6,21,10,0.5,0.3,22.72,OK
491,disease,bentham,0.6,21,10,1,0.3,24.62,OK
492,disease,bentham,0.6,21,10,2,0.3,24.62,OK
493,disease,bentham,0.6,21,10,3,0.3,23.89,OK
494,disease,bentham,0.6,21,35,0,26.4,31.27,OK
495,disease,bentham,0.6,21,35,0.1,0.4,24.41,OK
496,disease,bentham,0.6,21,35,0.25,0.4,24.47,OK
497,disease,bentham,0.6,21,35,0.5,0.4,24.11,OK
498,disease,bentham,0.6,21,35,1,0.4,22.85,OK
499,disease,bentham,0.6,21,35,2,0.4,22.6,OK
500,disease,bentham,0.6,21,35,3,0.4,24.71,OK
501,disease,bentham,0.6,21,60,0,27.4,31.57,OK
502,disease,bentham,0.6,21,60,0.1,0.6,22.66,OK
503,disease,bentham,0.6,21,60,0.25,0.6,22.82,OK
504,disease,bentham,0.6,21,60,0.5,0.6,23.75,OK
505,disease,bentham,0.6,21,60,1,0.6,22.64,OK
506,disease,bentham,0.6,21,60,2,0.6,24.13,OK
507,disease,bentham,0.6,21,60,3,0.6,22.64,OK
508,disease,bentham,1.0,5,10,0,21.2,31.77,OK
509,disease,bentham,1.0,5,10,0.1,0.3,23.77,OK
510,disease,bentham,1.0,5,10,0.25,0.3,26.78,OK
