job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
391,disease,bentham,0.3,5,35,0.25,0.4,23.53,OK
392,disease,bentham,0.3,5,35,0.5,0.3,22.79,OK
393,disease,bentham,0.3,5,35,1,0.3,22.43,OK
394,disease,bentham,0.3,5,35,2,0.3,24.03,OK
395,disease,bentham,0.3,5,35,3,0.3,22.68,OK
396,disease,bentham,0.3,5,60,0,16.2,31.26,OK
397,disease,bentham,0.3,5,60,0.1,5.0,26.43,OK
398,disease,bentham,0.3,5,60,0.25,5.0,24.33,OK
399,disease,bentham,0.3,5,60,0.5,5.2,24.05,OK
400,disease,bentham,0.3,5,60,1,5.1,24.06,OK
401,disease,bentham,0.3,5,60,2,5.1,25.22,OK
402,disease,bentham,0.3,5,60,3,5.0,24.24,OK
403,disease,bentham,0.3,13,10,0,24.8,31.63,OK
404,disease,bentham,0.3,13,10,0.1,0.2,24.45,OK
405,disease,bentham,0.3,13,10,0.25,0.2,23.96,OK
406,disease,bentham,0.3,13,10,0.5,0.2,27.51,OK
407,disease,bentham,0.3,13,10,1,0.2,23.53,OK
408,disease,bentham,0.3,13,10,2,0.2,25.26,OK
409,disease,bentham,0.3,13,10,3,0.2,23.73,OK
410,disease,bentham,0.3,13,35,0,23.2,30.43,OK
411,disease,bentham,0.3,13,35,0.1,0.3,24.17,OK
412,disease,bentham,0.3,13,35,0.25,0.3,22.95,OK
413,disease,bentham,0.3,13,35,0.5,0.3,24.45,OK
414,disease,bentham,0.3,13,35,1,0.3,24.22,OK
415,disease,bentham,0.3,13,35,2,0.3,24.02,OK
416,disease,bentham,0.3,13,35,3,0.3,23.95,OK
417,disease,bentham,0.3,13,60,0,24.3,31.59,OK
418,disease,bentham,0.3,13,60,0.1,0.5,23.76,OK
419,disease,bentham,0.3,13,60,0.25,0.5,24.49,OK
420,disease,bentham,0.3,13,60,0.5,0.5,24.25,OK
