job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1231,disease,temperance,0.6,13,10,2,0.2,23.01,OK
1232,disease,temperance,0.6,13,10,3,0.2,24.75,OK
1233,disease,temperance,0.6,13,35,0,26.4,35.48,OK
1234,disease,temperance,0.6,13,35,0.1,0.3,24.2,OK
1235,disease,temperance,0.6,13,35,0.25,0.3,22.5,OK
1236,disease,temperance,0.6,13,35,0.5,0.3,24.41,OK
1237,disease,temperance,0.6,13,35,1,0.3,27.77,OK
1238,disease,temperance,0.6,13,35,2,0.3,23.81,OK
1239,disease,temperance,0.6,13,35,3,0.3,24.2,OK
1240,disease,temperance,0.6,13,60,0,26.9,33.02,OK
1241,disease,temperance,0.6,13,60,0.1,0.5,24.75,OK
1242,disease,temperance,0.6,13,60,0.25,0.4,23.14,OK
1243,disease,temperance,0.6,13,60,0.5,0.5,24.73,OK
1244,disease,temperance,0.6,13,60,1,0.5,23.73,OK
1245,disease,temperance,0.6,13,60,2,0.5,23.98,OK
1246,disease,temperance,0.6,13,60,3,0.5,22.91,OK
1247,disease,temperance,0.6,21,10,0,27.2,32.34,OK
1248,disease,temperance,0.6,21,10,0.1,0.2,23.94,OK
1249,disease,temperance,0.6,21,10,0.25,0.2,22.96,OK
1250,disease,temperance,0.6,21,10,0.5,0.2,23.86,OK
1251,disease,temperance,0.6,21,10,1,0.2,24.79,OK
1252,disease,temperance,0.6,21,10,2,0.2,24.66,OK
1253,disease,temperance,0.6,21,10,3,0.2,22.81,OK
1254,disease,temperance,0.6,21,35,0,26.6,33.31,OK
1255,disease,temperance,0.6,21,35,0.1,0.3,24.71,OK
1256,disease,temperance,0.6,21,35,0.25,0.3,24.09,OK
1257,disease,temperance,0.6,21,35,0.5,0.3,27.84,OK
1258,disease,temperance,0.6,21,35,1,0.3,22.98,OK
1259,disease,temperance,0.6,21,35,2,0.3,22.45,OK
1260,disease,temperance,0.6,21,35,3,0.3,22.91,OK
