job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
361,disease,altruist,1.0,21,10,0.1,0.3,24.41,OK
362,disease,altruist,1.0,21,10,0.25,0.2,23.89,OK
363,disease,altruist,1.0,21,10,0.5,0.2,23.94,OK
364,disease,altruist,1.0,21,10,1,0.2,22.86,OK
365,disease,altruist,1.0,21,10,2,0.2,23.86,OK
366,disease,altruist,1.0,21,10,3,0.2,25.47,OK
367,disease,altruist,1.0,21,35,0,24.1,30.73,OK
368,disease,altruist,1.0,21,35,0.1,0.3,24.06,OK
369,disease,altruist,1.0,21,35,0.25,0.3,24.85,OK
370,disease,altruist,1.0,21,35,0.5,0.3,22.85,OK
371,disease,altruist,1.0,21,35,1,0.4,24.45,OK
372,disease,altruist,1.0,21,35,2,0.3,22.97,OK
373,disease,altruist,1.0,21,35,3,0.3,23.06,OK
374,disease,altruist,1.0,21,60,0,25.8,31.7,OK
375,disease,altruist,1.0,21,60,0.1,0.5,22.73,OK
376,disease,altruist,1.0,21,60,0.25,0.5,24.19,OK
377,disease,altruist,1.0,21,60,0.5,0.5,27.44,OK
378,disease,altruist,1.0,21,60,1,0.5,23.86,OK
379,disease,altruist,1.0,21,60,2,0.5,24.48,OK
380,disease,altruist,1.0,21,60,3,0.5,23.89,OK
381,baseline,bentham,,,,,15.3,30.82,OK
382,disease,bentham,0.3,5,10,0,16.7,31.41,OK
383,disease,bentham,0.3,5,10,0.1,0.2,22.74,OK
384,disease,bentham,0.3,5,10,0.25,0.2,23.82,OK
385,disease,bentham,0.3,5,10,0.5,0.2,23.76,OK
386,disease,bentham,0.3,5,10,1,0.2,23.82,OK
387,disease,bentham,0.3,5,10,2,0.2,23.31,OK
388,disease,bentham,0.3,5,10,3,0.2,23.69,OK
389,disease,bentham,0.3,5,35,0,15.6,29.75,OK
390,disease,bentham,0.3,5,35,0.1,0.3,22.54,OK
