job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1081,disease,asimov,1.0,5,10,0.5,0.5,22.93,OK
1082,disease,asimov,1.0,5,10,1,0.3,24.62,OK
1083,disease,asimov,1.0,5,10,2,0.3,22.3,OK
1084,disease,asimov,1.0,5,10,3,0.3,23.39,OK
1085,disease,asimov,1.0,5,35,0,15.9,29.66,OK
1086,disease,asimov,1.0,5,35,0.1,0.4,22.82,OK
1087,disease,asimov,1.0,5,35,0.25,0.4,23.66,OK
1088,disease,asimov,1.0,5,35,0.5,0.4,23.52,OK
1089,disease,asimov,1.0,5,35,1,0.4,22.47,OK
1090,disease,asimov,1.0,5,35,2,0.4,25.38,OK
1091,disease,asimov,1.0,5,35,3,0.4,23.67,OK
1092,disease,asimov,1.0,5,60,0,16.5,30.92,OK
1093,disease,asimov,1.0,5,60,0.1,5.1,24.34,OK
1094,disease,asimov,1.0,5,60,0.25,5.3,26.86,OK
1095,disease,asimov,1.0,5,60,0.5,5.2,24.99,OK
1096,disease,asimov,1.0,5,60,1,5.1,25.55,OK
1097,disease,asimov,1.0,5,60,2,5.1,24.5,OK
1098,disease,asimov,1.0,5,60,3,5.1,25.25,OK
1099,disease,asimov,1.0,13,10,0,27.5,32.21,OK
1100,disease,asimov,1.0,13,10,0.1,0.3,23.47,OK
1101,disease,asimov,1.0,13,10,0.25,0.2,24.21,OK
1102,disease,asimov,1.0,13,10,0.5,0.3,24.31,OK
1103,disease,asimov,1.0,13,10,1,0.3,22.7,OK
1104,disease,asimov,1.0,13,10,2,0.3,23.99,OK
1105,disease,asimov,1.0,13,10,3,0.3,24.53,OK
1106,disease,asimov,1.0,13,35,0,26.2,31.45,OK
1107,disease,asimov,1.0,13,35,0.1,0.4,24.75,OK
1108,disease,asimov,1.0,13,35,0.25,0.5,22.77,OK
1109,disease,asimov,1.0,13,35,0.5,0.4,23.65,OK
1110,disease,asimov,1.0,13,35,1,0.4,25.25,OK
