job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1411,disease,temperancePECS,0.6,5,60,0.25,5.4,24.65,OK
1412,disease,temperancePECS,0.6,5,60,0.5,5.3,26.19,OK
1413,disease,temperancePECS,0.6,5,60,1,5.3,26.23,OK
1414,disease,temperancePECS,0.6,5,60,2,5.4,26.64,OK
1415,disease,temperancePECS,0.6,5,60,3,5.3,26.03,OK
1416,disease,temperancePECS,0.6,13,10,0,31.6,33.51,OK
1417,disease,temperancePECS,0.6,13,10,0.1,0.3,23.32,OK
1418,disease,temperancePECS,0.6,13,10,0.25,0.2,22.72,OK
1419,disease,temperancePECS,0.6,13,10,0.5,0.3,23.47,OK
1420,disease,temperancePECS,0.6,13,10,1,0.2,24.32,OK
1421,disease,temperancePECS,0.6,13,10,2,0.3,24.03,OK
1422,disease,temperancePECS,0.6,13,10,3,0.2,23.97,OK
1423,disease,temperancePECS,0.6,13,35,0,29.3,33.86,OK
1424,disease,temperancePECS,0.6,13,35,0.1,0.4,23.01,OK
1425,disease,temperancePECS,0.6,13,35,0.25,0.4,24.58,OK
1426,disease,temperancePECS,0.6,13,35,0.5,0.3,22.81,OK
1427,disease,temperancePECS,0.6,13,35,1,0.4,27.51,OK
1428,disease,temperancePECS,0.6,13,35,2,0.4,24.62,OK
1429,disease,temperancePECS,0.6,13,35,3,0.4,27.64,OK
1430,disease,temperancePECS,0.6,13,60,0,31.5,34.21,OK
1431,disease,temperancePECS,0.6,13,60,0.1,0.5,24.58,OK
1432,disease,temperancePECS,0.6,13,60,0.25,0.5,23.68,OK
1433,disease,temperancePECS,0.6,13,60,0.5,0.5,22.66,OK
1434,disease,temperancePECS,0.6,13,60,1,0.5,24.91,OK
1435,disease,temperancePECS,0.6,13,60,2,0.5,24.56,OK
1436,disease,temperancePECS,0.6,13,60,3,0.5,23.9,OK
1437,disease,temperancePECS,0.6,21,10,0,32.6,33.2,OK
1438,disease,temperancePECS,0.6,21,10,0.1,0.3,23.53,OK
1439,disease,temperancePECS,0.6,21,10,0.25,0.3,25.0,OK
1440,disease,temperancePECS,0.6,21,10,0.5,0.2,23.92,OK
