job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
991,disease,asimov,0.3,13,60,1,0.4,22.82,OK
992,disease,asimov,0.3,13,60,2,0.5,23.52,OK
993,disease,asimov,0.3,13,60,3,0.5,23.89,OK
994,disease,asimov,0.3,21,10,0,27.7,31.58,OK
995,disease,asimov,0.3,21,10,0.1,0.3,24.38,OK
996,disease,asimov,0.3,21,10,0.25,0.3,22.71,OK
997,disease,asimov,0.3,21,10,0.5,0.3,23.46,OK
998,disease,asimov,0.3,21,10,1,0.3,22.81,OK
999,disease,asimov,0.3,21,10,2,0.3,23.55,OK
1000,disease,asimov,0.3,21,10,3,0.3,22.71,OK
1001,disease,asimov,0.3,21,35,0,25.6,31.66,OK
1002,disease,asimov,0.3,21,35,0.1,0.4,22.98,OK
1003,disease,asimov,0.3,21,35,0.25,0.4,24.66,OK
1004,disease,asimov,0.3,21,35,0.5,0.4,24.68,OK
1005,disease,asimov,0.3,21,35,1,0.4,24.71,OK
1006,disease,asimov,0.3,21,35,2,0.4,23.91,OK
1007,disease,asimov,0.3,21,35,3,0.4,22.97,OK
1008,disease,asimov,0.3,21,60,0,30.3,31.78,OK
1009,disease,asimov,0.3,21,60,0.1,0.6,24.8,OK
1010,disease,asimov,0.3,21,60,0.25,0.6,24.5,OK
1011,disease,asimov,0.3,21,60,0.5,0.6,24.29,OK
1012,disease,asimov,0.3,21,60,1,0.6,24.53,OK
1013,disease,asimov,0.3,21,60,2,0.6,24.38,OK
1014,disease,asimov,0.3,21,60,3,0.6,24.51,OK
1015,disease,asimov,0.6,5,10,0,20.5,31.14,OK
1016,disease,asimov,0.6,5,10,0.1,0.3,23.63,OK
1017,disease,asimov,0.6,5,10,0.25,0.3,24.47,OK
1018,disease,asimov,0.6,5,10,0.5,0.3,24.28,OK
1019,disease,asimov,0.6,5,10,1,0.3,23.74,OK
1020,disease,asimov,0.6,5,10,2,0.3,23.86,OK
