job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
211,disease,altruist,0.3,5,60,2,4.8,25.14,OK
212,disease,altruist,0.3,5,60,3,5.2,24.8,OK
213,disease,altruist,0.3,13,10,0,27.2,31.66,OK
214,disease,altruist,0.3,13,10,0.1,0.2,23.7,OK
215,disease,altruist,0.3,13,10,0.25,0.2,23.82,OK
216,disease,altruist,0.3,13,10,0.5,0.2,23.7,OK
217,disease,altruist,0.3,13,10,1,0.2,22.08,OK
218,disease,altruist,0.3,13,10,2,0.2,23.51,OK
219,disease,altruist,0.3,13,10,3,0.2,24.34,OK
220,disease,altruist,0.3,13,35,0,25.0,30.64,OK
221,disease,altruist,0.3,13,35,0.1,0.3,22.73,OK
222,disease,altruist,0.3,13,35,0.25,0.3,22.64,OK
223,disease,altruist,0.3,13,35,0.5,0.3,22.58,OK
224,disease,altruist,0.3,13,35,1,0.3,25.27,OK
225,disease,altruist,0.3,13,35,2,0.3,24.65,OK
226,disease,altruist,0.3,13,35,3,0.3,22.74,OK
227,disease,altruist,0.3,13,60,0,24.9,31.0,OK
228,disease,altruist,0.3,13,60,0.1,0.4,24.04,OK
229,disease,altruist,0.3,13,60,0.25,0.4,24.42,OK
230,disease,altruist,0.3,13,60,0.5,0.4,23.6,OK
231,disease,altruist,0.3,13,60,1,0.4,24.28,OK
232,disease,altruist,0.3,13,60,2,0.4,24.3,OK
233,disease,altruist,0.3,13,60,3,0.4,23.83,OK
234,disease,altruist,0.3,21,10,0,27.1,31.56,OK
235,disease,altruist,0.3,21,10,0.1,0.2,21.88,OK
236,disease,altruist,0.3,21,10,0.25,0.2,22.06,OK
237,disease,altruist,0.3,21,10,0.5,0.2,22.26,OK
238,disease,altruist,0.3,21,10,1,0.2,23.35,OK
239,disease,altruist,0.3,21,10,2,0.2,22.78,OK
240,disease,altruist,0.3,21,10,3,0.2,23.39,OK
