job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
151,disease,none,1.0,13,10,0.25,0.4,22.64,OK
152,disease,none,1.0,13,10,0.5,0.3,24.09,OK
153,disease,none,1.0,13,10,1,0.3,22.74,OK
154,disease,none,1.0,13,10,2,0.3,23.17,OK
155,disease,none,1.0,13,10,3,0.3,24.63,OK
156,disease,none,1.0,13,35,0,26.3,30.41,OK
157,disease,none,1.0,13,35,0.1,0.4,23.69,OK
158,disease,none,1.0,13,35,0.25,0.4,23.65,OK
159,disease,none,1.0,13,35,0.5,0.4,24.61,OK
160,disease,none,1.0,13,35,1,0.4,22.96,OK
161,disease,none,1.0,13,35,2,0.4,22.84,OK
162,disease,none,1.0,13,35,3,0.4,23.88,OK
163,disease,none,1.0,13,60,0,28.6,31.43,OK
164,disease,none,1.0,13,60,0.1,0.5,23.76,OK
165,disease,none,1.0,13,60,0.25,0.5,24.78,OK
166,disease,none,1.0,13,60,0.5,0.5,24.03,OK
167,disease,none,1.0,13,60,1,0.5,25.49,OK
168,disease,none,1.0,13,60,2,0.5,23.49,OK
169,disease,none,1.0,13,60,3,0.5,22.89,OK
170,disease,none,1.0,21,10,0,28.5,32.95,OK
171,disease,none,1.0,21,10,0.1,0.3,22.79,OK
172,disease,none,1.0,21,10,0.25,0.3,23.58,OK
173,disease,none,1.0,21,10,0.5,0.3,22.93,OK
174,disease,none,1.0,21,10,1,0.3,22.34,OK
175,disease,none,1.0,21,10,2,0.3,23.84,OK
176,disease,none,1.0,21,10,3,0.3,23.88,OK
177,disease,none,1.0,21,35,0,26.9,31.88,OK
178,disease,none,1.0,21,35,0.1,0.4,22.56,OK
179,disease,none,1.0,21,35,0.25,0.4,23.77,OK
180,disease,none,1.0,21,35,0.5,0.4,24.09,OK
