job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
331,disease,altruist,1.0,5,35,3,0.4,23.46,OK
332,disease,altruist,1.0,5,60,0,16.2,30.79,OK
333,disease,altruist,1.0,5,60,0.1,5.2,28.0,OK
334,disease,altruist,1.0,5,60,0.25,5.0,27.63,OK
335,disease,altruist,1.0,5,60,0.5,5.1,24.21,OK
336,disease,altruist,1.0,5,60,1,5.0,25.01,OK
337,disease,altruist,1.0,5,60,2,5.2,24.74,OK
338,disease,altruist,1.0,5,60,3,5.3,24.12,OK
339,disease,altruist,1.0,13,10,0,25.1,31.5,OK
340,disease,altruist,1.0,13,10,0.1,0.2,22.76,OK
341,disease,altruist,1.0,13,10,0.25,0.2,23.02,OK
342,disease,altruist,1.0,13,10,0.5,0.2,24.02,OK
343,disease,altruist,1.0,13,10,1,0.2,24.42,OK
344,disease,altruist,1.0,13,10,2,0.2,25.37,OK
345,disease,altruist,1.0,13,10,3,0.2,24.87,OK
346,disease,altruist,1.0,13,35,0,23.5,32.04,OK
347,disease,altruist,1.0,13,35,0.1,0.4,22.62,OK
348,disease,altruist,1.0,13,35,0.25,0.3,23.95,OK
349,disease,altruist,1.0,13,35,0.5,0.3,24.12,OK
350,disease,altruist,1.0,13,35,1,0.3,24.54,OK
351,disease,altruist,1.0,13,35,2,0.3,22.54,OK
352,disease,altruist,1.0,13,35,3,0.3,24.54,OK
353,disease,altruist,1.0,13,60,0,25.5,32.29,OK
354,disease,altruist,1.0,13,60,0.1,0.5,23.85,OK
355,disease,altruist,1.0,13,60,0.25,0.4,22.65,OK
356,disease,altruist,1.0,13,60,0.5,0.4,24.4,OK
357,disease,altruist,1.0,13,60,1,0.4,23.76,OK
358,disease,altruist,1.0,13,60,2,0.5,23.54,OK
359,disease,altruist,1.0,13,60,3,0.5,23.64,OK
360,disease,altruist,1.0,21,10,0,25.3,31.59,OK
