job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
121,disease,none,0.6,21,60,0,28.3,31.28,OK
122,disease,none,0.6,21,60,0.1,0.6,25.25,OK
123,disease,none,0.6,21,60,0.25,0.6,23.14,OK
124,disease,none,0.6,21,60,0.5,0.6,23.0,OK
125,disease,none,0.6,21,60,1,0.6,24.54,OK
126,disease,none,0.6,21,60,2,0.6,23.81,OK
127,disease,none,0.6,21,60,3,0.6,24.3,OK
128,disease,none,1.0,5,10,0,22.1,31.07,OK
129,disease,none,1.0,5,10,0.1,0.3,24.37,OK
130,disease,none,1.0,5,10,0.25,0.3,22.66,OK
131,disease,none,1.0,5,10,0.5,0.3,24.52,OK
132,disease,none,1.0,5,10,1,0.3,23.97,OK
133,disease,none,1.0,5,10,2,0.3,24.99,OK
134,disease,none,1.0,5,10,3,0.3,24.41,OK
135,disease,none,1.0,5,35,0,16.6,29.7,OK
136,disease,none,1.0,5,35,0.1,0.4,24.36,OK
137,disease,none,1.0,5,35,0.25,0.4,24.64,OK
138,disease,none,1.0,5,35,0.5,0.4,23.55,OK
139,disease,none,1.0,5,35,1,0.4,22.66,OK
140,disease,none,1.0,5,35,2,0.4,24.47,OK
141,disease,none,1.0,5,35,3,0.4,24.19,OK
142,disease,none,1.0,5,60,0,17.3,30.8,OK
143,disease,none,1.0,5,60,0.1,5.2,24.09,OK
144,disease,none,1.0,5,60,0.25,5.2,27.17,OK
145,disease,none,1.0,5,60,0.5,5.4,24.32,OK
146,disease,none,1.0,5,60,1,5.4,24.08,OK
147,disease,none,1.0,5,60,2,5.2,24.03,OK
148,disease,none,1.0,5,60,3,5.3,24.0,OK
149,disease,none,1.0,13,10,0,27.7,31.66,OK
150,disease,none,1.0,13,10,0.1,0.3,23.75,OK
