job_id,run_type,framework,diseaseTransmissionChance,diseaseTagStringLength,agentImmuneSystemLength,diseaseSugarMetabolismPenalty,duration_seconds,peak_memory_mb,status
1351,disease,temperancePECS,0.3,5,60,2,5.4,27.12,OK
1352,disease,temperancePECS,0.3,5,60,3,5.3,25.97,OK
1353,disease,temperancePECS,0.3,13,10,0,31.6,32.89,OK
1354,disease,temperancePECS,0.3,13,10,0.1,0.3,22.95,OK
1355,disease,temperancePECS,0.3,13,10,0.25,0.3,22.94,OK
1356,disease,temperancePECS,0.3,13,10,0.5,0.3,22.21,OK
1357,disease,temperancePECS,0.3,13,10,1,0.3,22.7,OK
1358,disease,temperancePECS,0.3,13,10,2,0.3,24.13,OK
1359,disease,temperancePECS,0.3,13,10,3,0.3,24.16,OK
1360,disease,temperancePECS,0.3,13,35,0,28.6,31.36,OK
1361,disease,temperancePECS,0.3,13,35,0.1,0.4,25.77,OK
1362,disease,temperancePECS,0.3,13,35,0.25,0.4,24.64,OK
1363,disease,temperancePECS,0.3,13,35,0.5,0.4,24.42,OK
1364,disease,temperancePECS,0.3,13,35,1,0.4,22.68,OK
1365,disease,temperancePECS,0.3,13,35,2,0.4,24.92,OK
1366,disease,temperancePECS,0.3,13,35,3,0.3,23.7,OK
1367,disease,temperancePECS,0.3,13,60,0,28.9,33.1,OK
1368,disease,temperancePECS,0.3,13,60,0.1,0.5,23.68,OK
1369,disease,temperancePECS,0.3,13,60,0.25,0.5,23.12,OK
1370,disease,temperancePECS,0.3,13,60,0.5,0.5,24.64,OK
1371,disease,temperancePECS,0.3,13,60,1,0.5,23.79,OK
1372,disease,temperancePECS,0.3,13,60,2,0.5,23.82,OK
1373,disease,temperancePECS,0.3,13,60,3,0.5,24.08,OK
1374,disease,temperancePECS,0.3,21,10,0,31.8,32.36,OK
1375,disease,temperancePECS,0.3,21,10,0.1,0.3,23.01,OK
1376,disease,temperancePECS,0.3,21,10,0.25,0.3,24.7,OK
1377,disease,temperancePECS,0.3,21,10,0.5,0.4,22.86,OK
1378,disease,temperancePECS,0.3,21,10,1,0.3,23.73,OK
1379,disease,temperancePECS,0.3,21,10,2,0.3,24.23,OK
1380,disease,temperancePECS,0.3,21,10,3,0.3,23.88,OK
