job_id,run_type,framework,transmission,tagLength,immunity,penalty,final_timestep,survived,time_to_extinction,peak_sick_percentage,peak_sick_timestep,avg_sick_percentage,final_population,initial_population,final_gini,final_happiness,final_meanWealth,final_death_pct,initial_gini,initial_happiness,initial_meanWealth,wealth_gini_change,happiness_decline,total_disease_deaths,total_starvation_deaths,total_combat_deaths,total_aging_deaths,total_deaths,duration_seconds,status,peak_memory_mb,baseline_final_population,baseline_final_gini,baseline_final_happiness,baseline_final_meanWealth,delta_final_population,delta_final_gini,delta_final_happiness,delta_final_meanWealth
2116,disease,asimov,1.0,5.0,60.0,0.1,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,10.6,OK,31.01,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
2117,disease,asimov,1.0,5.0,60.0,0.25,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,10.2,OK,30.95,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
2118,disease,asimov,1.0,5.0,60.0,0.5,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,9.3,OK,30.99,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
2111,disease,asimov,1.0,5.0,60.0,0.0,1000,True,,2.8,2.8,0.002797202797202797,156,0,0.294,0.97,1527.53,0.0,0,0,0,0.294,-0.97,0,94,0,0,94,10.5,OK,30.97,154,0.3,1.05,1522.66,2,-0.006000000000000005,-0.08000000000000007,4.869999999999891
723,baseline,bentham,,,,,1000,True,,0.0,0.0,0.0,154,0,0.3,1.05,1522.66,0.0,0,0,0,0.3,-1.05,0,96,0,0,96,8.9,OK,30.79,154,0.3,1.05,1522.66,0,0.0,0.0,0.0
749,disease,bentham,0.05,13.0,10.0,0.001,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,9.8,OK,30.82,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
750,disease,bentham,0.05,13.0,10.0,0.0025,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,11.3,OK,30.82,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
751,disease,bentham,0.05,13.0,10.0,0.005,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,10.3,OK,30.8,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
752,disease,bentham,0.05,13.0,10.0,0.01,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,8.7,OK,30.76,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
753,disease,bentham,0.05,13.0,10.0,0.1,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,8.8,OK,30.68,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
754,disease,bentham,0.05,13.0,10.0,0.25,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,10.3,OK,30.62,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
755,disease,bentham,0.05,13.0,10.0,0.5,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,10.0,OK,30.77,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
748,disease,bentham,0.05,13.0,10.0,0.0,1000,True,,100.0,100.0,88.3527172827173,155,0,0.292,-0.95,1540.46,0.0,0,0,0,0.292,0.95,10,95,0,0,95,10.0,OK,31.18,154,0.3,1.05,1522.66,1,-0.008000000000000007,-2.0,17.799999999999955
757,disease,bentham,0.05,13.0,35.0,0.001,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,9.7,OK,30.29,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
758,disease,bentham,0.05,13.0,35.0,0.0025,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,8.8,OK,30.25,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
759,disease,bentham,0.05,13.0,35.0,0.005,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,8.3,OK,30.3,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
760,disease,bentham,0.05,13.0,35.0,0.01,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,8.6,OK,30.51,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
761,disease,bentham,0.05,13.0,35.0,0.1,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,8.1,OK,30.29,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
762,disease,bentham,0.05,13.0,35.0,0.25,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,8.9,OK,30.16,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
763,disease,bentham,0.05,13.0,35.0,0.5,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,10.5,OK,30.34,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
756,disease,bentham,0.05,13.0,35.0,0.0,1000,True,,2.0,2.0,0.005194805194805195,147,0,0.279,1.03,1612.55,0.0,0,0,0,0.279,-1.03,0,103,0,0,103,9.8,OK,30.69,154,0.3,1.05,1522.66,-7,-0.020999999999999963,-0.020000000000000018,89.88999999999987
765,disease,bentham,0.05,13.0,60.0,0.001,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,10.1,OK,30.92,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
766,disease,bentham,0.05,13.0,60.0,0.0025,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,8.5,OK,31.05,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
767,disease,bentham,0.05,13.0,60.0,0.005,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,10.5,OK,30.96,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
768,disease,bentham,0.05,13.0,60.0,0.01,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,9.0,OK,31.08,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
769,disease,bentham,0.05,13.0,60.0,0.1,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,10.0,OK,30.99,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
770,disease,bentham,0.05,13.0,60.0,0.25,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,10.7,OK,31.05,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
771,disease,bentham,0.05,13.0,60.0,0.5,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,10.4,OK,30.95,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
764,disease,bentham,0.05,13.0,60.0,0.0,1000,True,,2.0,2.0,0.006003996003996004,155,0,0.289,1.01,1549.01,0.0,0,0,0,0.289,-1.01,0,95,0,0,95,9.6,OK,31.29,154,0.3,1.05,1522.66,1,-0.01100000000000001,-0.040000000000000036,26.34999999999991
773,disease,bentham,0.05,21.0,10.0,0.001,1000,True,,0.0,0.0,0.0,154,0,0.301,1.0,1517.04,0.0,0,0,0,0.301,-1.0,5,96,0,0,96,8.9,OK,30.81,154,0.3,1.05,1522.66,0,0.0010000000000000009,-0.050000000000000044,-5.620000000000118
774,disease,bentham,0.05,21.0,10.0,0.0025,1000,True,,0.0,0.0,0.0,154,0,0.301,1.0,1517.04,0.0,0,0,0,0.301,-1.0,5,96,0,0,96,10.3,OK,31.0,154,0.3,1.05,1522.66,0,0.0010000000000000009,-0.050000000000000044,-5.620000000000118
775,disease,bentham,0.05,21.0,10.0,0.005,1000,True,,0.0,0.0,0.0,154,0,0.301,1.0,1517.04,0.0,0,0,0,0.301,-1.0,5,96,0,0,96,10.1,OK,30.86,154,0.3,1.05,1522.66,0,0.0010000000000000009,-0.050000000000000044,-5.620000000000118
776,disease,bentham,0.05,21.0,10.0,0.01,1000,True,,0.0,0.0,0.0,154,0,0.301,1.0,1517.04,0.0,0,0,0,0.301,-1.0,5,96,0,0,96,10.2,OK,30.89,154,0.3,1.05,1522.66,0,0.0010000000000000009,-0.050000000000000044,-5.620000000000118
777,disease,bentham,0.05,21.0,10.0,0.1,1000,True,,0.0,0.0,0.0,154,0,0.301,1.0,1517.04,0.0,0,0,0,0.301,-1.0,5,96,0,0,96,10.1,OK,30.9,154,0.3,1.05,1522.66,0,0.0010000000000000009,-0.050000000000000044,-5.620000000000118
778,disease,bentham,0.05,21.0,10.0,0.25,1000,True,,0.0,0.0,0.0,154,0,0.301,1.0,1517.04,0.0,0,0,0,0.301,-1.0,5,96,0,0,96,10.9,OK,30.95,154,0.3,1.05,1522.66,0,0.0010000000000000009,-0.050000000000000044,-5.620000000000118
779,disease,bentham,0.05,21.0,10.0,0.5,1000,True,,0.0,0.0,0.0,154,0,0.301,1.0,1517.04,0.0,0,0,0,0.301,-1.0,5,96,0,0,96,8.6,OK,30.92,154,0.3,1.05,1522.66,0,0.0010000000000000009,-0.050000000000000044,-5.620000000000118
772,disease,bentham,0.05,21.0,10.0,0.0,1000,True,,100.0,100.0,86.70666333666333,153,0,0.3,-0.94,1514.99,0.0,0,0,0,0.3,0.94,4,97,0,0,97,9.3,OK,30.8,154,0.3,1.05,1522.66,-1,0.0,-1.99,-7.670000000000073
781,disease,bentham,0.05,21.0,35.0,0.001,1000,True,,0.0,0.0,0.0,141,0,0.285,1.02,1612.06,0.0,0,0,0,0.285,-1.02,5,109,0,0,109,8.0,OK,30.12,154,0.3,1.05,1522.66,-13,-0.015000000000000013,-0.030000000000000027,89.39999999999986
782,disease,bentham,0.05,21.0,35.0,0.0025,1000,True,,0.0,0.0,0.0,141,0,0.285,1.02,1612.06,0.0,0,0,0,0.285,-1.02,5,109,0,0,109,8.9,OK,30.35,154,0.3,1.05,1522.66,-13,-0.015000000000000013,-0.030000000000000027,89.39999999999986
783,disease,bentham,0.05,21.0,35.0,0.005,1000,True,,0.0,0.0,0.0,141,0,0.285,1.02,1612.06,0.0,0,0,0,0.285,-1.02,5,109,0,0,109,8.5,OK,30.25,154,0.3,1.05,1522.66,-13,-0.015000000000000013,-0.030000000000000027,89.39999999999986
784,disease,bentham,0.05,21.0,35.0,0.01,1000,True,,0.0,0.0,0.0,141,0,0.285,1.02,1612.06,0.0,0,0,0,0.285,-1.02,5,109,0,0,109,8.9,OK,30.3,154,0.3,1.05,1522.66,-13,-0.015000000000000013,-0.030000000000000027,89.39999999999986
785,disease,bentham,0.05,21.0,35.0,0.1,1000,True,,0.0,0.0,0.0,141,0,0.285,1.02,1612.06,0.0,0,0,0,0.285,-1.02,5,109,0,0,109,9.3,OK,30.29,154,0.3,1.05,1522.66,-13,-0.015000000000000013,-0.030000000000000027,89.39999999999986
786,disease,bentham,0.05,21.0,35.0,0.25,1000,True,,0.0,0.0,0.0,141,0,0.285,1.02,1612.06,0.0,0,0,0,0.285,-1.02,5,109,0,0,109,8.0,OK,30.34,154,0.3,1.05,1522.66,-13,-0.015000000000000013,-0.030000000000000027,89.39999999999986
787,disease,bentham,0.05,21.0,35.0,0.5,1000,True,,0.0,0.0,0.0,141,0,0.285,1.02,1612.06,0.0,0,0,0,0.285,-1.02,5,109,0,0,109,9.9,OK,30.4,154,0.3,1.05,1522.66,-13,-0.015000000000000013,-0.030000000000000027,89.39999999999986
780,disease,bentham,0.05,21.0,35.0,0.0,1000,True,,2.06,2.06,0.013786213786213787,146,0,0.286,1.03,1586.77,0.0,0,0,0,0.286,-1.03,0,104,0,0,104,8.7,OK,30.64,154,0.3,1.05,1522.66,-8,-0.014000000000000012,-0.020000000000000018,64.1099999999999
789,disease,bentham,0.05,21.0,60.0,0.001,1000,True,,0.0,0.0,0.0,153,0,0.29,1.02,1557.46,0.0,0,0,0,0.29,-1.02,5,97,0,0,97,9.9,OK,30.77,154,0.3,1.05,1522.66,-1,-0.010000000000000009,-0.030000000000000027,34.799999999999955
790,disease,bentham,0.05,21.0,60.0,0.0025,1000,True,,0.0,0.0,0.0,153,0,0.29,1.02,1557.46,0.0,0,0,0,0.29,-1.02,5,97,0,0,97,10.4,OK,30.73,154,0.3,1.05,1522.66,-1,-0.010000000000000009,-0.030000000000000027,34.799999999999955
791,disease,bentham,0.05,21.0,60.0,0.005,1000,True,,0.0,0.0,0.0,153,0,0.29,1.02,1557.46,0.0,0,0,0,0.29,-1.02,5,97,0,0,97,10.4,OK,30.86,154,0.3,1.05,1522.66,-1,-0.010000000000000009,-0.030000000000000027,34.799999999999955
792,disease,bentham,0.05,21.0,60.0,0.01,1000,True,,0.0,0.0,0.0,153,0,0.29,1.02,1557.46,0.0,0,0,0,0.29,-1.02,5,97,0,0,97,8.5,OK,30.73,154,0.3,1.05,1522.66,-1,-0.010000000000000009,-0.030000000000000027,34.799999999999955
793,disease,bentham,0.05,21.0,60.0,0.1,1000,True,,0.0,0.0,0.0,153,0,0.29,1.02,1557.46,0.0,0,0,0,0.29,-1.02,5,97,0,0,97,8.8,OK,30.83,154,0.3,1.05,1522.66,-1,-0.010000000000000009,-0.030000000000000027,34.799999999999955
794,disease,bentham,0.05,21.0,60.0,0.25,1000,True,,0.0,0.0,0.0,153,0,0.29,1.02,1557.46,0.0,0,0,0,0.29,-1.02,5,97,0,0,97,10.2,OK,30.8,154,0.3,1.05,1522.66,-1,-0.010000000000000009,-0.030000000000000027,34.799999999999955
795,disease,bentham,0.05,21.0,60.0,0.5,1000,True,,0.0,0.0,0.0,153,0,0.29,1.02,1557.46,0.0,0,0,0,0.29,-1.02,5,97,0,0,97,10.1,OK,31.02,154,0.3,1.05,1522.66,-1,-0.010000000000000009,-0.030000000000000027,34.799999999999955
788,disease,bentham,0.05,21.0,60.0,0.0,1000,True,,2.45,2.45,0.014695304695304695,157,0,0.29,0.99,1534.24,0.0,0,0,0,0.29,-0.99,0,93,0,0,93,9.4,OK,31.2,154,0.3,1.05,1522.66,3,-0.010000000000000009,-0.06000000000000005,11.579999999999927
725,disease,bentham,0.05,5.0,10.0,0.001,1000,True,,0.0,0.0,0.0,156,0,0.303,1.05,1499.88,0.0,0,0,0,0.303,-1.05,5,94,0,0,94,10.0,OK,30.96,154,0.3,1.05,1522.66,2,0.0030000000000000027,0.0,-22.779999999999973
726,disease,bentham,0.05,5.0,10.0,0.0025,1000,True,,0.0,0.0,0.0,156,0,0.303,1.05,1499.88,0.0,0,0,0,0.303,-1.05,5,94,0,0,94,8.5,OK,31.07,154,0.3,1.05,1522.66,2,0.0030000000000000027,0.0,-22.779999999999973
727,disease,bentham,0.05,5.0,10.0,0.005,1000,True,,0.0,0.0,0.0,156,0,0.303,1.05,1499.88,0.0,0,0,0,0.303,-1.05,5,94,0,0,94,10.6,OK,31.07,154,0.3,1.05,1522.66,2,0.0030000000000000027,0.0,-22.779999999999973
728,disease,bentham,0.05,5.0,10.0,0.01,1000,True,,0.0,0.0,0.0,156,0,0.303,1.05,1499.88,0.0,0,0,0,0.303,-1.05,5,94,0,0,94,9.0,OK,30.87,154,0.3,1.05,1522.66,2,0.0030000000000000027,0.0,-22.779999999999973
729,disease,bentham,0.05,5.0,10.0,0.1,1000,True,,0.0,0.0,0.0,156,0,0.303,1.05,1499.88,0.0,0,0,0,0.303,-1.05,5,94,0,0,94,10.1,OK,31.14,154,0.3,1.05,1522.66,2,0.0030000000000000027,0.0,-22.779999999999973
730,disease,bentham,0.05,5.0,10.0,0.25,1000,True,,0.0,0.0,0.0,156,0,0.303,1.05,1499.88,0.0,0,0,0,0.303,-1.05,5,94,0,0,94,10.7,OK,31.05,154,0.3,1.05,1522.66,2,0.0030000000000000027,0.0,-22.779999999999973
731,disease,bentham,0.05,5.0,10.0,0.5,1000,True,,0.0,0.0,0.0,156,0,0.303,1.05,1499.88,0.0,0,0,0,0.303,-1.05,5,94,0,0,94,10.4,OK,31.08,154,0.3,1.05,1522.66,2,0.0030000000000000027,0.0,-22.779999999999973
724,disease,bentham,0.05,5.0,10.0,0.0,1000,True,,2.4,2.4,0.0023976023976023976,153,0,0.292,1.03,1555.93,0.0,0,0,0,0.292,-1.03,0,97,0,0,97,10.6,OK,30.86,154,0.3,1.05,1522.66,-1,-0.008000000000000007,-0.020000000000000018,33.26999999999998
733,disease,bentham,0.05,5.0,35.0,0.001,1000,True,,0.0,0.0,0.0,145,0,0.279,1.02,1620.31,0.0,0,0,0,0.279,-1.02,5,105,0,0,105,8.4,OK,30.28,154,0.3,1.05,1522.66,-9,-0.020999999999999963,-0.030000000000000027,97.64999999999986
734,disease,bentham,0.05,5.0,35.0,0.0025,1000,True,,0.0,0.0,0.0,145,0,0.279,1.02,1620.31,0.0,0,0,0,0.279,-1.02,5,105,0,0,105,9.9,OK,30.25,154,0.3,1.05,1522.66,-9,-0.020999999999999963,-0.030000000000000027,97.64999999999986
735,disease,bentham,0.05,5.0,35.0,0.005,1000,True,,0.0,0.0,0.0,145,0,0.279,1.02,1620.31,0.0,0,0,0,0.279,-1.02,5,105,0,0,105,9.8,OK,30.48,154,0.3,1.05,1522.66,-9,-0.020999999999999963,-0.030000000000000027,97.64999999999986
736,disease,bentham,0.05,5.0,35.0,0.01,1000,True,,0.0,0.0,0.0,145,0,0.279,1.02,1620.31,0.0,0,0,0,0.279,-1.02,5,105,0,0,105,9.8,OK,30.68,154,0.3,1.05,1522.66,-9,-0.020999999999999963,-0.030000000000000027,97.64999999999986
737,disease,bentham,0.05,5.0,35.0,0.1,1000,True,,0.0,0.0,0.0,145,0,0.279,1.02,1620.31,0.0,0,0,0,0.279,-1.02,5,105,0,0,105,9.7,OK,30.52,154,0.3,1.05,1522.66,-9,-0.020999999999999963,-0.030000000000000027,97.64999999999986
738,disease,bentham,0.05,5.0,35.0,0.25,1000,True,,0.0,0.0,0.0,145,0,0.279,1.02,1620.31,0.0,0,0,0,0.279,-1.02,5,105,0,0,105,8.8,OK,30.26,154,0.3,1.05,1522.66,-9,-0.020999999999999963,-0.030000000000000027,97.64999999999986
739,disease,bentham,0.05,5.0,35.0,0.5,1000,True,,0.0,0.0,0.0,145,0,0.279,1.02,1620.31,0.0,0,0,0,0.279,-1.02,5,105,0,0,105,8.4,OK,30.43,154,0.3,1.05,1522.66,-9,-0.020999999999999963,-0.030000000000000027,97.64999999999986
732,disease,bentham,0.05,5.0,35.0,0.0,1000,True,,2.0,2.0,0.001998001998001998,145,0,0.287,1.03,1592.49,0.0,0,0,0,0.287,-1.03,0,105,0,0,105,8.2,OK,30.8,154,0.3,1.05,1522.66,-9,-0.013000000000000012,-0.020000000000000018,69.82999999999993
741,disease,bentham,0.05,5.0,60.0,0.001,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,8.6,OK,31.04,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
742,disease,bentham,0.05,5.0,60.0,0.0025,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,9.4,OK,30.95,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
743,disease,bentham,0.05,5.0,60.0,0.005,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,9.0,OK,30.78,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
744,disease,bentham,0.05,5.0,60.0,0.01,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,9.6,OK,30.93,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
745,disease,bentham,0.05,5.0,60.0,0.1,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,10.0,OK,30.93,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
746,disease,bentham,0.05,5.0,60.0,0.25,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,8.5,OK,30.88,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
747,disease,bentham,0.05,5.0,60.0,0.5,1000,True,,0.0,0.0,0.0,155,0,0.29,0.95,1550.22,0.0,0,0,0,0.29,-0.95,5,95,0,0,95,10.6,OK,30.8,154,0.3,1.05,1522.66,1,-0.010000000000000009,-0.10000000000000009,27.559999999999945
740,disease,bentham,0.05,5.0,60.0,0.0,1000,True,,2.0,2.0,0.001998001998001998,154,0,0.287,1.0,1551.51,0.0,0,0,0,0.287,-1.0,0,96,0,0,96,9.1,OK,30.98,154,0.3,1.05,1522.66,0,-0.013000000000000012,-0.050000000000000044,28.84999999999991
821,disease,bentham,0.1,13.0,10.0,0.001,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,8.4,OK,30.81,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
822,disease,bentham,0.1,13.0,10.0,0.0025,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,9.1,OK,30.75,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
823,disease,bentham,0.1,13.0,10.0,0.005,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,9.0,OK,30.94,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
824,disease,bentham,0.1,13.0,10.0,0.01,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,9.4,OK,30.82,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
825,disease,bentham,0.1,13.0,10.0,0.1,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,9.9,OK,30.8,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
826,disease,bentham,0.1,13.0,10.0,0.25,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,8.5,OK,30.75,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
827,disease,bentham,0.1,13.0,10.0,0.5,1000,True,,0.0,0.0,0.0,152,0,0.297,1.05,1516.21,0.0,0,0,0,0.297,-1.05,5,98,0,0,98,10.1,OK,30.9,154,0.3,1.05,1522.66,-2,-0.0030000000000000027,0.0,-6.4500000000000455
820,disease,bentham,0.1,13.0,10.0,0.0,1000,True,,100.0,100.0,94.5214985014985,152,0,0.291,-0.93,1542.76,0.0,0,0,0,0.291,0.93,24,98,0,0,98,10.4,OK,30.98,154,0.3,1.05,1522.66,-2,-0.009000000000000008,-1.98,20.09999999999991
829,disease,bentham,0.1,13.0,35.0,0.001,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,9.9,OK,30.36,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
830,disease,bentham,0.1,13.0,35.0,0.0025,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,10.2,OK,30.2,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
831,disease,bentham,0.1,13.0,35.0,0.005,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,9.9,OK,30.2,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
832,disease,bentham,0.1,13.0,35.0,0.01,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,8.2,OK,30.22,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
833,disease,bentham,0.1,13.0,35.0,0.1,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,8.7,OK,30.4,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
834,disease,bentham,0.1,13.0,35.0,0.25,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,9.9,OK,30.36,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
835,disease,bentham,0.1,13.0,35.0,0.5,1000,True,,0.0,0.0,0.0,144,0,0.287,1.01,1586.34,0.0,0,0,0,0.287,-1.01,5,106,0,0,106,9.6,OK,30.15,154,0.3,1.05,1522.66,-10,-0.013000000000000012,-0.040000000000000036,63.679999999999836
828,disease,bentham,0.1,13.0,35.0,0.0,1000,True,,2.0,2.0,0.005194805194805195,147,0,0.279,1.03,1612.55,0.0,0,0,0,0.279,-1.03,0,103,0,0,103,8.5,OK,30.55,154,0.3,1.05,1522.66,-7,-0.020999999999999963,-0.020000000000000018,89.88999999999987
837,disease,bentham,0.1,13.0,60.0,0.001,1000,True,,0.0,0.0,0.0,155,0,0.292,1.06,1539.12,0.0,0,0,0,0.292,-1.06,5,95,0,0,95,10.2,OK,31.08,154,0.3,1.05,1522.66,1,-0.008000000000000007,0.010000000000000009,16.45999999999981
